name,year,id,tourney_level,surface,outdoor,city,venue,link
Iran F2,2012,2012-Iran F2,ITF Tour,Clay,Outdoor,"Esfahan, Iran",,
Iran F2,2014,2014-Iran F2,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F2,2015,2015-Iran F2,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F3,2010,2010-Iran F3,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F3,2011,2011-Iran F3,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F3,2014,2014-Iran F3,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F3,2015,2015-Iran F3,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F4,2010,2010-Iran F4,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F4,2011,2011-Iran F4,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F4,2015,2015-Iran F4,ITF Tour,Hard,Outdoor,"Kish, Iran",,
Iran F5,2010,2010-Iran F5,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F5,2014,2014-Iran F5,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F5,2015,2015-Iran F5,ITF Tour,Hard,Outdoor,"Kish, Iran",,
Iran F6,2010,2010-Iran F6,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F6,2014,2014-Iran F6,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F7,2010,2010-Iran F7,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F7,2014,2014-Iran F7,ITF Tour,Clay,Outdoor,"Kish, Iran",,
Iran F7,2015,2015-Iran F7,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F8,2014,2014-Iran F8,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F8,2015,2015-Iran F8,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F9,2014,2014-Iran F9,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Iran F9,2015,2015-Iran F9,ITF Tour,Clay,Outdoor,"Tehran, Iran",,
Ireland F1,2010,2010-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2011,2011-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2012,2012-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2013,2013-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2014,2014-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2015,2015-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2017,2017-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F1,2018,2018-Ireland F1,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Ireland F2,2017,2017-Ireland F2,ITF Tour,Carpet,Outdoor,"Dublin, Ireland",,
Irving CH,2014,2014-Irving CH,ATP Challenger,Hard,Outdoor,"Irving, Texas, United States",,https://www.tennisexplorer.com/irving-challenger/2014/atp-men/
Irving CH,2015,2015-Irving CH,ATP Challenger,Hard,Outdoor,"Irving, Texas, United States",,https://www.tennisexplorer.com/irving-challenger/2015/atp-men/
Irving CH,2016,2016-Irving CH,ATP Challenger,Hard,Outdoor,"Irving, Texas, United States",,https://www.tennisexplorer.com/irving-challenger/2016/atp-men/
Irving CH,2017,2017-Irving CH,ATP Challenger,Hard,Outdoor,"Irving, Texas, United States",,https://www.tennisexplorer.com/irving-challenger/2017/atp-men/
Irving CH,2018,2018-Irving CH,ATP Challenger,Hard,Outdoor,"Irving, Texas, United States",,https://www.tennisexplorer.com/irving-challenger/2018/atp-men/
Ismaning CH,2017,2017-Ismaning CH,ATP Challenger,Hard,Indoor,"Ismaning, Germany",,https://www.tennisexplorer.com/ismaning-challenger/2017/atp-men/
