name,year,id,tourney_level,surface,outdoor,city,venue,link
Davis Cup G1 R1: CZE vs BIH,2019,2019-Davis Cup G1 R1: CZE vs BIH,Davis Cup,Hard,Indoor,"Zenica, Bosnia and Herzegovina",,
Davis Cup G1 R1: DOM vs BRA,2018,2018-Davis Cup G1 R1: DOM vs BRA,Davis Cup,Hard,Outdoor,"Santo Domingo, Dominican Republic",,
Davis Cup G1 R1: DOM vs CHI,2017,2017-Davis Cup G1 R1: DOM vs CHI,Davis Cup,Hard,Outdoor,"Santo Domingo, Dominican Republic",,
Davis Cup G1 R1: DOM vs URU,2010,2010-Davis Cup G1 R1: DOM vs URU,Davis Cup,Hard,Outdoor,"Santo Domingo, Dominican Republic",,
Davis Cup G1 R1: DOM vs URU,2014,2014-Davis Cup G1 R1: DOM vs URU,Davis Cup,,Outdoor,"Santo Domingo, Dominican Republic",,
Davis Cup G1 R1: DOM vs URU,2019,2019-Davis Cup G1 R1: DOM vs URU,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R1: ECU vs COL,2012,2012-Davis Cup G1 R1: ECU vs COL,Davis Cup,Clay,Outdoor,"Salinas, Ecuador",,
Davis Cup G1 R1: ECU vs VEN,2014,2014-Davis Cup G1 R1: ECU vs VEN,Davis Cup,,Outdoor,"Guayaquil, Ecuador",,
Davis Cup G1 R1: ECU vs VEN,2019,2019-Davis Cup G1 R1: ECU vs VEN,Davis Cup,Hard,Outdoor,"Doral, Florida, United States",,
Davis Cup G1 R1: GBR vs SVK,2012,2012-Davis Cup G1 R1: GBR vs SVK,Davis Cup,Hard,Indoor,"Glasgow, Great Britain",,
Davis Cup G1 R1: HUN vs ISR,2016,2016-Davis Cup G1 R1: HUN vs ISR,Davis Cup,Clay,Indoor,"Budapest, Hungary",,
Davis Cup G1 R1: HUN vs UKR,2019,2019-Davis Cup G1 R1: HUN vs UKR,Davis Cup,Clay,Outdoor,"Budapest, Hungary",,
Davis Cup G1 R1: IND vs KOR,2013,2013-Davis Cup G1 R1: IND vs KOR,Davis Cup,Hard,Outdoor,"Delhi, India",,
Davis Cup G1 R1: IND vs TPE,2014,2014-Davis Cup G1 R1: IND vs TPE,Davis Cup,,Outdoor,"Indore, India",,
Davis Cup G1 R1: ISR vs POR,2017,2017-Davis Cup G1 R1: ISR vs POR,Davis Cup,None,Indoor,"Lisbon, Portugal",,
Davis Cup G1 R1: ITA vs BLR,2010,2010-Davis Cup G1 R1: ITA vs BLR,Davis Cup,Clay,Outdoor,"Castellaneta, Italy",,
Davis Cup G1 R1: JPN vs INA,2013,2013-Davis Cup G1 R1: JPN vs INA,Davis Cup,Hard,Indoor,"Tokyo, Japan",,
Davis Cup G1 R1: JPN vs PHI,2010,2010-Davis Cup G1 R1: JPN vs PHI,Davis Cup,Carpet,Indoor,"Osaka, Japan",,
Davis Cup G1 R1: KAZ vs KOR,2010,2010-Davis Cup G1 R1: KAZ vs KOR,Davis Cup,Clay,Indoor,"Astana, Kazakhstan",,
Davis Cup G1 R1: KOR vs PAK,2018,2018-Davis Cup G1 R1: KOR vs PAK,Davis Cup,Grass,Outdoor,"Islamabad, Pakistan",,
Davis Cup G1 R1: KOR vs TPE,2012,2012-Davis Cup G1 R1: KOR vs TPE,Davis Cup,Hard,Outdoor,"Gimcheon, South Korea",,
Davis Cup G1 R1: MEX vs CAN,2011,2011-Davis Cup G1 R1: MEX vs CAN,Davis Cup,Clay,Outdoor,"Metepec, Mexico",,
Davis Cup G1 R1: NED vs FIN,2012,2012-Davis Cup G1 R1: NED vs FIN,Davis Cup,Hard,Indoor,"s-Hertogenbosch, Netherlands",,
Davis Cup G1 R1: NZL vs CHN,2015,2015-Davis Cup G1 R1: NZL vs CHN,Davis Cup,Hard,Outdoor,"Auckland, New Zealand",,
Davis Cup G1 R1: NZL vs IND,2017,2017-Davis Cup G1 R1: NZL vs IND,Davis Cup,None,Outdoor,"Pune, India",,
Davis Cup G1 R1: NZL vs KOR,2016,2016-Davis Cup G1 R1: NZL vs KOR,Davis Cup,Hard,Outdoor,"Seoul, South Korea",,
Davis Cup G1 R1: NZL vs UZB,2012,2012-Davis Cup G1 R1: NZL vs UZB,Davis Cup,Hard,Outdoor,"Tauranga, New Zealand",,
Davis Cup G1 R1: PAK vs CHN,2016,2016-Davis Cup G1 R1: PAK vs CHN,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G1 R1: PER vs ECU,2017,2017-Davis Cup G1 R1: PER vs ECU,Davis Cup,None,Outdoor,"Guayaquil, Ecuador",,
Davis Cup G1 R1: PHI vs JPN,2011,2011-Davis Cup G1 R1: PHI vs JPN,Davis Cup,Clay,Outdoor,"Lapu-Lapu, Philippines",,
Davis Cup G1 R1: POL vs BIH,2017,2017-Davis Cup G1 R1: POL vs BIH,Davis Cup,Hard,Indoor,"Zenica, Bosnia and Herzegovina",,
Davis Cup G1 R1: POL vs FIN,2010,2010-Davis Cup G1 R1: POL vs FIN,Davis Cup,Hard,Indoor,"Sopot, Poland",,
Davis Cup G1 R1: POL vs LTU,2015,2015-Davis Cup G1 R1: POL vs LTU,Davis Cup,Hard,Indoor,"Plock, Poland",,
Davis Cup G1 R1: POL vs SLO,2013,2013-Davis Cup G1 R1: POL vs SLO,Davis Cup,Hard,Indoor,"Wroclaw, Poland",,
Davis Cup G1 R1: POR vs AUT,2016,2016-Davis Cup G1 R1: POR vs AUT,Davis Cup,Hard,Indoor,"Guimaraes, Portugal",,
Davis Cup G1 R1: POR vs BLR,2019,2019-Davis Cup G1 R1: POR vs BLR,Davis Cup,Hard,Indoor,"Minsk, Belarus",,
Davis Cup G1 R1: POR vs SVK,2011,2011-Davis Cup G1 R1: POR vs SVK,Davis Cup,Clay,Outdoor,"Cruz Quebrada, Portugal",,
Davis Cup G1 R1: ROU vs BLR,2017,2017-Davis Cup G1 R1: ROU vs BLR,Davis Cup,None,Indoor,"Minsk, Belarus",,
Davis Cup G1 R1: ROU vs DEN,2013,2013-Davis Cup G1 R1: ROU vs DEN,Davis Cup,Hard,Indoor,"Cluj Napoca, Romania",,
Davis Cup G1 R1: ROU vs ISR,2015,2015-Davis Cup G1 R1: ROU vs ISR,Davis Cup,Hard,Indoor,"Sibiu, Romania",,
Davis Cup G1 R1: ROU vs SLO,2016,2016-Davis Cup G1 R1: ROU vs SLO,Davis Cup,Hard,Indoor,"Arad, Romania",,
Davis Cup G1 R1: RSA vs ISR,2018,2018-Davis Cup G1 R1: RSA vs ISR,Davis Cup,Hard,Outdoor,"Centurion, South Africa",,
Davis Cup G1 R1: RUS vs DEN,2015,2015-Davis Cup G1 R1: RUS vs DEN,Davis Cup,Hard,Indoor,"Novy Urengoy, Russia",,
Davis Cup G1 R1: RUS vs POL,2014,2014-Davis Cup G1 R1: RUS vs POL,Davis Cup,,Indoor,"Moscow, Russia",,
Davis Cup G1 R1: RUS vs SWE,2016,2016-Davis Cup G1 R1: RUS vs SWE,Davis Cup,Hard,Indoor,"Kazan, Russia",,
Davis Cup G1 R1: SLO vs DEN,2012,2012-Davis Cup G1 R1: SLO vs DEN,Davis Cup,Hard,Indoor,"Velenje, Slovenia",,
Davis Cup G1 R1: SLO vs FIN,2011,2011-Davis Cup G1 R1: SLO vs FIN,Davis Cup,Clay,Indoor,"Ljubljana, Slovenia",,
Davis Cup G1 R1: SLO vs POR,2014,2014-Davis Cup G1 R1: SLO vs POR,Davis Cup,,Indoor,"Kranj, Slovenia",,
Davis Cup G1 R1: SUI vs SVK,2019,2019-Davis Cup G1 R1: SUI vs SVK,Davis Cup,Clay,Outdoor,"Bratislava, Slovak Republic",,
Davis Cup G1 R1: SVK vs LAT,2014,2014-Davis Cup G1 R1: SVK vs LAT,Davis Cup,,Indoor,"Bratislava, Slovak Republic",,
Davis Cup G1 R1: SVK vs SLO,2015,2015-Davis Cup G1 R1: SVK vs SLO,Davis Cup,Hard,Indoor,"Bratislava, Slovak Republic",,
Davis Cup G1 R1: SWE vs AUT,2015,2015-Davis Cup G1 R1: SWE vs AUT,Davis Cup,Hard,Indoor,"Orebro, Sweden",,
Davis Cup G1 R1: SWE vs ISR,2019,2019-Davis Cup G1 R1: SWE vs ISR,Davis Cup,Hard,Indoor,"Stockholm, Sweden",,
Davis Cup G1 R1: THA vs KOR,2015,2015-Davis Cup G1 R1: THA vs KOR,Davis Cup,Hard,Outdoor,"Nonthaburi, Thailand",,
Davis Cup G1 R1: TPE vs AUS,2013,2013-Davis Cup G1 R1: TPE vs AUS,Davis Cup,Hard,Outdoor,"Kaohsiung, Chinese Taipei",,
Davis Cup G1 R1: TPE vs CHN,2017,2017-Davis Cup G1 R1: TPE vs CHN,Davis Cup,None,Outdoor,"Kaohsiung, Chinese Taipei",,
Davis Cup G1 R1: UKR vs LAT,2010,2010-Davis Cup G1 R1: UKR vs LAT,Davis Cup,Hard,Indoor,"Dnipropetrovsk, Ukraine",,
Davis Cup G1 R1: UKR vs NED,2011,2011-Davis Cup G1 R1: UKR vs NED,Davis Cup,Hard,Indoor,"Kharkiv, Ukraine",,
Davis Cup G1 R1: UKR vs ROU,2014,2014-Davis Cup G1 R1: UKR vs ROU,Davis Cup,,Indoor,"Dnipropetrovsk, Ukraine",,
Davis Cup G1 R1: UKR vs SVK,2013,2013-Davis Cup G1 R1: UKR vs SVK,Davis Cup,Hard,Indoor,"Kremenchuk, Ukraine",,
Davis Cup G1 R1: UKR vs SWE,2018,2018-Davis Cup G1 R1: UKR vs SWE,Davis Cup,Hard,Indoor,"Dnipropetrovsk, Ukraine",,
Davis Cup G1 R1: URU vs COL,2011,2011-Davis Cup G1 R1: URU vs COL,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R1: URU vs DOM,2013,2013-Davis Cup G1 R1: URU vs DOM,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R1: URU vs PER,2012,2012-Davis Cup G1 R1: URU vs PER,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R1: UZB vs CHN,2013,2013-Davis Cup G1 R1: UZB vs CHN,Davis Cup,Clay,Indoor,"Namangan, Uzbekistan",,
Davis Cup G1 R1: UZB vs KOR,2017,2017-Davis Cup G1 R1: UZB vs KOR,Davis Cup,None,Indoor,"Gimcheon, South Korea",,
Davis Cup G1 R1: UZB vs LBN,2019,2019-Davis Cup G1 R1: UZB vs LBN,Davis Cup,Clay,Outdoor,"Jounieh, Lebanon",,
Davis Cup G1 R1: UZB vs NZL,2011,2011-Davis Cup G1 R1: UZB vs NZL,Davis Cup,Clay,Indoor,"Namangan, Uzbekistan",,
Davis Cup G1 R2: ARG vs CHI,2018,2018-Davis Cup G1 R2: ARG vs CHI,Davis Cup,Clay,Indoor,"San Juan, Argentina",,
Davis Cup G1 R2: AUS vs JPN,2010,2010-Davis Cup G1 R2: AUS vs JPN,Davis Cup,Clay,Outdoor,"Brisbane, Australia",,
Davis Cup G1 R2: AUS vs KOR,2012,2012-Davis Cup G1 R2: AUS vs KOR,Davis Cup,Hard,Outdoor,"Brisbane, Australia",,
Davis Cup G1 R2: AUT vs NED,2015,2015-Davis Cup G1 R2: AUT vs NED,Davis Cup,Clay,Outdoor,"Kitzbuhel, Austria",,
Davis Cup G1 R2: AUT vs RUS,2018,2018-Davis Cup G1 R2: AUT vs RUS,Davis Cup,Hard,Indoor,"Moscow, Russia",,
Davis Cup G1 R2: AUT vs SVK,2010,2010-Davis Cup G1 R2: AUT vs SVK,Davis Cup,Hard,Indoor,"Bad Gleichenberg, Austria",,
Davis Cup G1 R2: BIH vs SVK,2018,2018-Davis Cup G1 R2: BIH vs SVK,Davis Cup,Clay,Indoor,"Bratislava, Slovak Republic",,
Davis Cup G1 R2: BLR vs AUT,2017,2017-Davis Cup G1 R2: BLR vs AUT,Davis Cup,Hard,Indoor,"Minsk, Belarus",,
Davis Cup G1 R2: BRA vs COL,2012,2012-Davis Cup G1 R2: BRA vs COL,Davis Cup,Clay,Outdoor,"Sao Jose do Rio Preto, Brazil",,
Davis Cup G1 R2: BRA vs ECU,2016,2016-Davis Cup G1 R2: BRA vs ECU,Davis Cup,Hard,Indoor,"Belo Horizonte, Brazil",,
Davis Cup G1 R2: BRA vs ECU,2017,2017-Davis Cup G1 R2: BRA vs ECU,Davis Cup,Clay,Outdoor,"Ambato, Ecuador",,
Davis Cup G1 R2: BRA vs URU,2010,2010-Davis Cup G1 R2: BRA vs URU,Davis Cup,Clay,Outdoor,"Bauru, Brazil",,
Davis Cup G1 R2: CHI vs COL,2016,2016-Davis Cup G1 R2: CHI vs COL,Davis Cup,Clay,Outdoor,"Iquique, Chile",,
Davis Cup G1 R2: CHI vs COL,2017,2017-Davis Cup G1 R2: CHI vs COL,Davis Cup,Clay,Outdoor,"Medellin, Colombia",,
Davis Cup G1 R2: CHN vs AUS,2011,2011-Davis Cup G1 R2: CHN vs AUS,Davis Cup,Hard,Indoor,"Beijing, China",,
Davis Cup G1 R2: CHN vs KAZ,2010,2010-Davis Cup G1 R2: CHN vs KAZ,Davis Cup,Hard,Outdoor,"Wuhan, China",,
Davis Cup G1 R2: CHN vs UZB,2014,2014-Davis Cup G1 R2: CHN vs UZB,Davis Cup,Hard,Outdoor,"Tianjin, China",,
Davis Cup G1 R2: CHN vs UZB,2016,2016-Davis Cup G1 R2: CHN vs UZB,Davis Cup,Clay,Outdoor,"Tashkent, Uzbekistan",,
Davis Cup G1 R2: COL vs BRA,2018,2018-Davis Cup G1 R2: COL vs BRA,Davis Cup,Hard,Outdoor,"Barranquilla, Colombia",,
Davis Cup G1 R2: COL vs CAN,2010,2010-Davis Cup G1 R2: COL vs CAN,Davis Cup,Clay,Outdoor,"Bogota, Colombia",,
Davis Cup G1 R2: COL vs DOM,2014,2014-Davis Cup G1 R2: COL vs DOM,Davis Cup,Clay,Outdoor,"Cali, Colombia",,
Davis Cup G1 R2: COL vs URU,2013,2013-Davis Cup G1 R2: COL vs URU,Davis Cup,Hard,Outdoor,"Cucuta, Colombia",,
Davis Cup G1 R2: CZE vs ISR,2018,2018-Davis Cup G1 R2: CZE vs ISR,Davis Cup,Clay,Indoor,"Ostrava, Czech Republic",,
Davis Cup G1 R2: DOM vs ECU,2015,2015-Davis Cup G1 R2: DOM vs ECU,Davis Cup,Clay,Outdoor,"Santo Domingo, Dominican Republic",,
Davis Cup G1 R2: ECU vs BRA,2014,2014-Davis Cup G1 R2: ECU vs BRA,Davis Cup,Clay,Outdoor,"Guayaquil, Ecuador",,
Davis Cup G1 R2: ECU vs CAN,2011,2011-Davis Cup G1 R2: ECU vs CAN,Davis Cup,Clay,Outdoor,"Guayaquil, Ecuador",,
Davis Cup G1 R2: ECU vs CHI,2013,2013-Davis Cup G1 R2: ECU vs CHI,Davis Cup,Hard,Outdoor,"Manta, Ecuador",,
Davis Cup G1 R2: ESP vs ROU,2016,2016-Davis Cup G1 R2: ESP vs ROU,Davis Cup,Hard,Indoor,"Cluj Napoca, Romania",,
Davis Cup G1 R2: GBR vs BEL,2012,2012-Davis Cup G1 R2: GBR vs BEL,Davis Cup,Hard,Indoor,"Glasgow, Great Britain",,
Davis Cup G1 R2: GBR vs RUS,2013,2013-Davis Cup G1 R2: GBR vs RUS,Davis Cup,Hard,Indoor,"Coventry, Great Britain",,
Davis Cup G1 R2: HUN vs SVK,2016,2016-Davis Cup G1 R2: HUN vs SVK,Davis Cup,Clay,Outdoor,"Budapest, Hungary",,
Davis Cup G1 R2: IND vs CHN,2018,2018-Davis Cup G1 R2: IND vs CHN,Davis Cup,Hard,Outdoor,"Tianjin, China",,
Davis Cup G1 R2: IND vs KOR,2016,2016-Davis Cup G1 R2: IND vs KOR,Davis Cup,Grass,Outdoor,"Chandigarh, India",,
Davis Cup G1 R2: ISR vs POL,2011,2011-Davis Cup G1 R2: ISR vs POL,Davis Cup,Hard,Outdoor,"Ramat Hasharon, Israel",,
Davis Cup G1 R2: ISR vs POR,2012,2012-Davis Cup G1 R2: ISR vs POR,Davis Cup,Hard,Outdoor,"Ramat Hasharon, Israel",,
Davis Cup G1 R2: ITA vs SLO,2011,2011-Davis Cup G1 R2: ITA vs SLO,Davis Cup,Clay,Outdoor,"Arzachena, Italy",,
Davis Cup G1 R2: JPN vs KOR,2013,2013-Davis Cup G1 R2: JPN vs KOR,Davis Cup,Hard,Indoor,"Tokyo, Japan",,
Davis Cup G1 R2: JPN vs UZB,2011,2011-Davis Cup G1 R2: JPN vs UZB,Davis Cup,Hard,Indoor,"Kobe, Japan",,
Davis Cup G1 R2: KAZ vs CHN,2017,2017-Davis Cup G1 R2: KAZ vs CHN,Davis Cup,Clay,Indoor,"Astana, Kazakhstan",,
Davis Cup G1 R2: KOR vs IND,2014,2014-Davis Cup G1 R2: KOR vs IND,Davis Cup,Hard,Outdoor,"Busan, South Korea",,
Davis Cup G1 R2: NED vs BIH,2017,2017-Davis Cup G1 R2: NED vs BIH,Davis Cup,Hard,Indoor,"Zenica, Bosnia and Herzegovina",,
Davis Cup G1 R2: NED vs ITA,2010,2010-Davis Cup G1 R2: NED vs ITA,Davis Cup,Hard,Indoor,"Zoetermeer, Netherlands",,
Davis Cup G1 R2: NED vs ROU,2012,2012-Davis Cup G1 R2: NED vs ROU,Davis Cup,Hard,Indoor,"Amsterdam, Netherlands",,
Davis Cup G1 R2: NZL vs IND,2015,2015-Davis Cup G1 R2: NZL vs IND,Davis Cup,Hard,Indoor,"Christchurch, New Zealand",,
Davis Cup G1 R2: PAK vs UZB,2018,2018-Davis Cup G1 R2: PAK vs UZB,Davis Cup,Grass,Outdoor,"Islamabad, Pakistan",,
Davis Cup G1 R2: POL vs CRO,2014,2014-Davis Cup G1 R2: POL vs CRO,Davis Cup,Hard,Indoor,"Warsaw, Poland",,
Davis Cup G1 R2: POL vs RSA,2013,2013-Davis Cup G1 R2: POL vs RSA,Davis Cup,Hard,Indoor,"Zielona Gora, Poland",,
Davis Cup G1 R2: POL vs UKR,2015,2015-Davis Cup G1 R2: POL vs UKR,Davis Cup,Hard,Indoor,"Szczecin, Poland",,
Davis Cup G1 R2: POR vs SWE,2018,2018-Davis Cup G1 R2: POR vs SWE,Davis Cup,Hard,Indoor,"Stockholm, Sweden",,
Davis Cup G1 R2: POR vs UKR,2017,2017-Davis Cup G1 R2: POR vs UKR,Davis Cup,Clay,Indoor,"Lisbon, Portugal",,
Davis Cup G1 R2: ROU vs NED,2013,2013-Davis Cup G1 R2: ROU vs NED,Davis Cup,Hard,Indoor,"Brasov, Romania",,
Davis Cup G1 R2: ROU vs SVK,2015,2015-Davis Cup G1 R2: ROU vs SVK,Davis Cup,Clay,Outdoor,"Constanta, Romania",,
Davis Cup G1 R2: ROU vs UKR,2010,2010-Davis Cup G1 R2: ROU vs UKR,Davis Cup,Clay,Outdoor,"Bucharest, Romania",,
Davis Cup G1 R2: RSA vs FIN,2010,2010-Davis Cup G1 R2: RSA vs FIN,Davis Cup,Hard,Outdoor,"Pretoria, South Africa",,
Davis Cup G1 R2: RSA vs NED,2011,2011-Davis Cup G1 R2: RSA vs NED,Davis Cup,Hard,Outdoor,"Potchefstroom, South Africa",,
Davis Cup G1 R2: RSA vs SLO,2012,2012-Davis Cup G1 R2: RSA vs SLO,Davis Cup,Hard,Outdoor,"Johannesburg, South Africa",,
Davis Cup G1 R2: RUS vs ESP,2015,2015-Davis Cup G1 R2: RUS vs ESP,Davis Cup,Hard,Indoor,"Vladivostok, Russia",,
Davis Cup G1 R2: RUS vs NED,2016,2016-Davis Cup G1 R2: RUS vs NED,Davis Cup,Hard,Outdoor,"Moscow, Russia",,
Davis Cup G1 R2: SLO vs ISR,2014,2014-Davis Cup G1 R2: SLO vs ISR,Davis Cup,Clay,Outdoor,"Portoroz, Slovenia",,
Davis Cup G1 R2: SUI vs POR,2011,2011-Davis Cup G1 R2: SUI vs POR,Davis Cup,Hard,Indoor,"Bern, Switzerland",,
Davis Cup G1 R2: SVK vs AUT,2014,2014-Davis Cup G1 R2: SVK vs AUT,Davis Cup,Hard,Indoor,"Bratislava, Slovak Republic",,
Davis Cup G1 R2: SVK vs HUN,2017,2017-Davis Cup G1 R2: SVK vs HUN,Davis Cup,None,Indoor,"Bratislava, Slovak Republic",,
Davis Cup G1 R2: UKR vs AUT,2016,2016-Davis Cup G1 R2: UKR vs AUT,Davis Cup,Hard,Outdoor,"Kiev, Ukraine",,
Davis Cup G1 R2: UKR vs SWE,2013,2013-Davis Cup G1 R2: UKR vs SWE,Davis Cup,Hard,Indoor,"Dnipropetrovsk, Ukraine",,
Davis Cup G1 R2: URU vs BRA,2011,2011-Davis Cup G1 R2: URU vs BRA,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R2: URU vs CHI,2012,2012-Davis Cup G1 R2: URU vs CHI,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R2: URU vs COL,2015,2015-Davis Cup G1 R2: URU vs COL,Davis Cup,Clay,Outdoor,"Montevideo, Uruguay",,
Davis Cup G1 R2: UZB vs AUS,2013,2013-Davis Cup G1 R2: UZB vs AUS,Davis Cup,Clay,Indoor,"Namangan, Uzbekistan",,
Davis Cup G1 R2: UZB vs IND,2012,2012-Davis Cup G1 R2: UZB vs IND,Davis Cup,Clay,Indoor,"Namangan, Uzbekistan",,
Davis Cup G1 R2: UZB vs IND,2017,2017-Davis Cup G1 R2: UZB vs IND,Davis Cup,Hard,Outdoor,"Bangalore, India",,
Davis Cup G1 R2: UZB vs KOR,2015,2015-Davis Cup G1 R2: UZB vs KOR,Davis Cup,Clay,Outdoor,"Tashkent, Uzbekistan",,
Davis Cup G2 PO: BAR vs PUR,2013,2013-Davis Cup G2 PO: BAR vs PUR,Davis Cup,Hard,Outdoor,"Bridgetown, Barbados",,
Davis Cup G2 PO: BOL vs ESA,2010,2010-Davis Cup G2 PO: BOL vs ESA,Davis Cup,Clay,Outdoor,"Cochabamba, Bolivia",,
Davis Cup G2 PO: BOL vs GUA,2014,2014-Davis Cup G2 PO: BOL vs GUA,Davis Cup,Clay,Outdoor,"Cochabamba, Bolivia",,
Davis Cup G2 PO: BUL vs CYP,2011,2011-Davis Cup G2 PO: BUL vs CYP,Davis Cup,Carpet,Indoor,"Sofia, Bulgaria",,
Davis Cup G2 PO: BUL vs EST,2013,2013-Davis Cup G2 PO: BUL vs EST,Davis Cup,Clay,Outdoor,"Plovdiv, Bulgaria",,
Davis Cup G2 PO: CHI vs PAR,2014,2014-Davis Cup G2 PO: CHI vs PAR,Davis Cup,Clay,Outdoor,"Santiago, Chile",,
Davis Cup G2 PO: CYP vs BEN,2013,2013-Davis Cup G2 PO: CYP vs BEN,Davis Cup,Hard,Outdoor,"Nicosia, Cyprus",,
Davis Cup G2 PO: EGY vs DEN,2010,2010-Davis Cup G2 PO: EGY vs DEN,Davis Cup,Clay,Outdoor,"Cairo, Egypt",,
Davis Cup G2 PO: EGY vs IRL,2012,2012-Davis Cup G2 PO: EGY vs IRL,Davis Cup,Clay,Outdoor,"Cairo, Egypt",,
Davis Cup G2 PO: ESA vs AHO,2011,2011-Davis Cup G2 PO: ESA vs AHO,Davis Cup,Clay,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 PO: ESA vs PAR,2012,2012-Davis Cup G2 PO: ESA vs PAR,Davis Cup,Hard,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 PO: GBR vs TUR,2010,2010-Davis Cup G2 PO: GBR vs TUR,Davis Cup,Grass,Outdoor,"Eastbourne, Great Britain",,
Davis Cup G2 PO: GRE vs BUL,2014,2014-Davis Cup G2 PO: GRE vs BUL,Davis Cup,Clay,Outdoor,"Athens, Greece",,
Davis Cup G2 PO: GRE vs MON,2011,2011-Davis Cup G2 PO: GRE vs MON,Davis Cup,Clay,Outdoor,"Thessaloniki, Greece",,
Davis Cup G2 PO: GUA vs AHO,2010,2010-Davis Cup G2 PO: GUA vs AHO,Davis Cup,Hard,Outdoor,"Guatemala City, Guatemala",,
Davis Cup G2 PO: GUA vs HAI,2013,2013-Davis Cup G2 PO: GUA vs HAI,Davis Cup,Hard,Outdoor,"Guatemala City, Guatemala",,
Davis Cup G2 PO: HKG vs SRI,2012,2012-Davis Cup G2 PO: HKG vs SRI,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 PO: HKG vs SYR,2011,2011-Davis Cup G2 PO: HKG vs SYR,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 PO: HUN vs LUX,2013,2013-Davis Cup G2 PO: HUN vs LUX,Davis Cup,Hard,Indoor,"Budapest, Hungary",,
Davis Cup G2 PO: HUN vs MKD,2010,2010-Davis Cup G2 PO: HUN vs MKD,Davis Cup,Clay,Outdoor,"Godollo, Hungary",,
Davis Cup G2 PO: INA vs HKG,2014,2014-Davis Cup G2 PO: INA vs HKG,Davis Cup,Hard,Outdoor,"Jakarta, Indonesia",,
Davis Cup G2 PO: IRI vs KUW,2015,2015-Davis Cup G2 PO: IRI vs KUW,Davis Cup,Clay,Outdoor,"Tehran, Iran",,
Davis Cup G2 PO: IRL vs EGY,2014,2014-Davis Cup G2 PO: IRL vs EGY,Davis Cup,Hard,Indoor,"Dublin, Ireland",,
Davis Cup G2 PO: IRL vs TUN,2011,2011-Davis Cup G2 PO: IRL vs TUN,Davis Cup,Hard,Indoor,"Dublin, Ireland",,
Davis Cup G2 PO: KUW vs SYR,2013,2013-Davis Cup G2 PO: KUW vs SYR,Davis Cup,Hard,Outdoor,"Mishref, Kuwait",,
Davis Cup G2 PO: LAT vs MAD,2015,2015-Davis Cup G2 PO: LAT vs MAD,Davis Cup,Clay,Outdoor,"Liepaja, Latvia",,
Davis Cup G2 PO: LIB vs POC,2012,2012-Davis Cup G2 PO: LIB vs POC,Davis Cup,Clay,Outdoor,"Jounieh, Lebanon",,
Davis Cup G2 PO: LIB vs SRI,2013,2013-Davis Cup G2 PO: LIB vs SRI,Davis Cup,Clay,Outdoor,"Jounieh, Lebanon",,
Davis Cup G2 PO: LTU vs MAR,2011,2011-Davis Cup G2 PO: LTU vs MAR,Davis Cup,Clay,Outdoor,"Vilnius, Lithuania",,
Davis Cup G2 PO: MAD vs LUX,2012,2012-Davis Cup G2 PO: MAD vs LUX,Davis Cup,Clay,Outdoor,"Antananarivo, Madagascar",,
Davis Cup G2 PO: MAR vs CYP,2014,2014-Davis Cup G2 PO: MAR vs CYP,Davis Cup,Clay,Outdoor,"Casablanca, Morocco",,
Davis Cup G2 PO: MAR vs MON,2012,2012-Davis Cup G2 PO: MAR vs MON,Davis Cup,Clay,Outdoor,"Casablanca, Morocco",,
Davis Cup G2 PO: MAS vs POC,2010,2010-Davis Cup G2 PO: MAS vs POC,Davis Cup,Hard,Indoor,"Kuala Lumpur, Malaysia",,
Davis Cup G2 PO: MON vs MAR,2015,2015-Davis Cup G2 PO: MON vs MAR,Davis Cup,Clay,Outdoor,"Roquebrune-Cap-Martin, France",,
Davis Cup G2 PO: MON vs NOR,2010,2010-Davis Cup G2 PO: MON vs NOR,Davis Cup,Clay,Outdoor,"Monte Carlo, Monaco",,
Davis Cup G2 PO: NOR vs MON,2014,2014-Davis Cup G2 PO: NOR vs MON,Davis Cup,Hard,Indoor,"Oslo, Norway",,
Davis Cup G2 PO: PER vs BOL,2015,2015-Davis Cup G2 PO: PER vs BOL,Davis Cup,Clay,Outdoor,"Lima, Peru",,
Davis Cup G2 PO: POC vs IRI,2011,2011-Davis Cup G2 PO: POC vs IRI,Davis Cup,Hard,Outdoor,"Tamuning, Guam",,
Davis Cup G2 PO: PUR vs BOL,2012,2012-Davis Cup G2 PO: PUR vs BOL,Davis Cup,Hard,Outdoor,"Humacao, Puerto Rico",,
