Name,EloRating,match_number
Daniil Lunev,1481,1
Brian Wilson,1481,1
Jean Julien Rojer,1481,1
Ilhan Mutlu,1481,1
Jiri Vesely,1481,2
Philippe Poignon,1481,1
Thiago Mastroianni,1481,1
William Humphreys,1481,1
Lars Burgsmuller,1481,2
Jeremy Jahn,1481,33
David Florez Cohen,1481,1
Nutthanon Kadchapanan,1481,1
Lucas Gordilho,1481,1
Pier Francesco Prudentini,1481,1
Karim Sallemi,1481,1
Jan Pavlicek,1481,1
Quang Huy Ngo,1481,1
Eleftherios Christou,1481,1
Ethan Farbman,1481,3
Kittibodee Singnil,1481,1
Bojan Novkovic,1481,1
Matthew Illingworth,1481,94
Juan Lopez Vico,1481,1
Enrique Huelin Alvarez,1481,1
Martin Fafl,1481,28
George Alexandru Tatomir,1481,1
Franco Maddau,1481,1
William Ferreira,1481,1
Anderson Reed,1481,1
Johannes Pulsfort,1481,1
Francois Chatelle,1481,1
Jose Ignacio Lucca,1481,1
Kaysar Bekimov,1481,1
De Long Zhu,1481,1
Marcos Chiaretti,1481,1
Andre Tavares,1481,1
Matthew Pierot,1481,1
Albert Ochagavia Tobena,1481,1
Philippos Tsangaridis,1481,1
Shahbaaz Khan,1481,1
Claudio Masci,1481,1
Tobias Simon,1481,1
Nicolas Pinones Haltenhoff,1481,1
Pablo Martinez,1481,4
Petar Kaucic,1481,1
Lucas Renard,1481,1
Joshua Milton,1481,90
Hamad Abbas Janahi,1481,1
Francesco Mendo,1481,1
Kevin Hernandez,1481,1
Jeroen Claeys,1481,1
Daniel Winnewisser,1481,1
Aleksandar Bajin,1481,1
Andres Bucaro,1481,1
Lucas Engel,1481,1
Scott Dickson,1481,1
Rafael Reyes Salmeron,1480,1
Christopher Prutsch,1480,1
Brett Cromwell,1480,1
James Chaudry,1480,3
David Orces,1480,1
Alistair Felton,1480,1
Dragos Ioan Ghioc,1480,1
Vasile Alexandru Ghilea,1480,1
Phaninthon Pakpoomkamol,1480,1
Ivo Heuberger,1480,1
Michal Macko,1480,7
Nicklas Wingord,1480,2
Jan Axel Tribler,1480,1
Vinod Sridhar,1480,11
Slawomir Szeremeta,1480,1
Mathieu Monleau,1480,1
Stephan Hoiss,1480,1
Ruslan Chomaev,1480,1
Matthew Allare,1480,7
Markus Larcher,1480,1
Angelos Lenis,1480,1
Katsuki Nagao,1480,1
Luis Patino,1480,1
Luke Mcdonald,1480,1
Daniel Pazos,1480,1
Slobodan Mavrenski,1480,1
Bostjan Repansek,1480,1
Morteza Moaazam,1480,1
Patrick Flint,1480,1
Fernando Tapia,1480,1
Arko Zoutendijk,1480,1
Carlos Alfredo Suppa,1480,1
Zhe Li,1480,69
Fabian Balmaceda,1480,1
Marcelo Mazzetto,1480,1
Roope Kailaheimo,1480,1
Daniel Lencina Ribes,1480,1
Ruben Alapont Rubio,1480,1
Alexandre Prado,1480,1
Valentin Dima,1480,1
Giorgio Alessandrini,1480,1
Kriangkrai Prajoubphansri,1480,1
Ryutaro Ueki,1480,1
Rafik Zaher,1480,1
Sobir Ochilov,1480,1
Matt Fox,1480,7
Aleksandr Mityaev,1480,1
Aliaksandr Bulitski,1480,1
Amaury Gomez,1480,1
Antoni Gomez,1480,1
Asser Al Nokaly,1480,1
Atsushi Ushida,1480,1
Ben Chen,1480,1
Christian Saravia,1480,1
Christian Vitulli,1480,1
Christopher Haller,1480,1
Daniel Muller,1480,1
Daniel Rua,1480,1
Daniele Giuliani,1480,1
Davi Guimaraes,1480,1
David Thomson,1480,1
Demba Sow,1480,1
Diego Oliveira,1480,1
Fabio Tsuchiya,1480,1
Filipe Penteado,1480,1
Finn Meinecke,1480,1
Gregg Le Sueur,1480,1
Ignacio Carbonell,1480,1
Igor Wachter,1480,1
Ioan Farcas,1480,1
Janvier Mugwaneza,1480,1
Jason Engelhardt,1480,1
Jason Pinsky,1480,1
Javier Peris,1480,1
Jia Ping Xia,1480,1
Jim Slonac,1480,1
Joao Ferreira,1480,1
Joao Maio,1480,1
Joaquin Perez Cases,1480,1
Jorge Cavero,1480,1
Kevin Lietar,1480,1
Krunoslav Sven Lupis,1480,1
Leandro Faria Da Cunha,1480,1
Masato Yuhara,1480,1
Matheus Costa,1480,1
Matias Vittori,1480,1
Mihai Badescu,1480,1
Miloslav Dolezal,1480,1
Muhammad Waqas Malak,1480,1
Pau Salsench Pallares,1480,1
Philippe Brand,1480,1
Pim Van Mele,1480,1
Piotr Cialkowski,1480,1
Revaz Osadze,1480,1
Reza Kohastani,1480,1
Robert Lindberg,1480,1
Ruslan Legar,1480,1
Septimiu Fratila,1480,1
Sergio Barrera,1480,1
Somboon Prasanwan,1480,1
Stephen Donald,1480,1
Tomas Bohunicky,1480,1
Victor Begara,1480,1
Yvonick Rivat,1480,1
Amit Inbar,1480,4
Michael Trebuhov,1480,1
Ki Hun Jung,1480,1
Marlon Dal Pont,1480,1
Gregory Gumbs,1480,1
Marek Czerwinski,1480,1
Enrique Lopez Perez,1480,3
Kurt Thein,1480,1
Adrien Gombocz,1480,1
Andrei Stoliarov,1480,1
Sergiu Rogoveanu,1480,1
Zach Itzstein,1480,1
Enzo Pigola,1480,1
Wolfgang Wenus,1480,3
Jonathan Magadan,1480,1
Nick Savage Pollock,1480,1
Pablo Romero Alvarez,1480,1
Alejandro Gutierrez De La Maza,1480,1
Ketut Nesa Arta,1480,1
Jeremy Brouche,1480,1
Sasa Vidojevic,1480,1
Emiliano Mina,1480,1
Frank Carleton,1480,1
Francisco Pozzi Romanazzi,1480,1
Maximilian Diemer,1480,1
Christian Haupt,1480,1
Juan Carlos Sierra,1480,1
Diego Carrion,1480,1
Jonathan Parkes,1480,1
Masaki Sasai,1480,1
Jordi Marse Vidri,1480,57
Justin Jendruch,1480,1
Gwinyai Tongoona,1480,1
Brandon Burke,1480,1
Josh Barrenechea,1480,1
Maxime Chazal,1480,1
Jacob Melskens,1480,1
Vahe Assadourian,1480,1
Seung Joo Lee,1480,1
Ricardo Jorge,1480,1
Dusan Mihailovic,1480,1
Marious Zelba,1480,1
Sebastian Uriarte,1480,22
Juan Manuel Camilloni,1479,1
Patrick Mayer,1479,1
Michael Bois,1479,1
Andre Caiado,1479,1
Duje Tomasovic,1479,1
Thomas Zamora Fuentes,1479,1
Monday Igbinovia,1479,1
Aslan Karatsev,1479,1
Lawrence L Formentera,1479,1
Morteza Jamshidi,1479,1
Aurelien Defresne,1479,1
Mohamed Koubaa,1479,1
Vincenzo Ciccone,1479,1
Phillip Schulz,1479,1
Riccardo Bellotti,1479,9
Vinko Ojdanic,1479,1
Victor Garcia Gimeno,1479,1
Casey Watt,1479,1
Riccardo Sinicropi,1479,1
Rafael Sanchez Navas,1479,1
Tsvetan Petrov,1479,3
Lorenzo Cremonini,1479,1
Agustin Gonzalez Martin,1479,1
Martin Colenbrander,1479,1
Eui Yeol Yang,1479,1
Bogdan Djurdjevic,1479,1
Mikolaj Szmyrgala,1479,5
Matias Bobadilla,1479,1
Jovan Milic,1479,1
Hwa Soo You,1479,1
David Simson,1479,1
Wilfredo Gonzalez,1479,1
Ljubomir Celebic,1479,2
Masayoshi Tomita,1479,1
Gabriele Dutto,1479,1
Federico Valsangiacomo,1479,3
David Veza,1479,1
David Sofaer,1479,1
Andrei Dumitrascu,1479,1
Jeroen Benard,1479,1
Benjamin Mitchell,1479,14
Neishit Vakil,1479,1
Cristian Orduna Guzman,1479,1
Patrick Lubanski,1479,1
Guillaume Crasson,1479,1
Geert Jan Van Dijken,1479,1
Dusan Miljevic,1479,1
Njal Foss Stene,1479,1
Matteo Gotti,1479,1
Florent Walter,1479,10
Benjamin Rogers,1479,2
Ignacio Arroyo Cologan,1479,1
Krishananth Balakrishnan,1479,37
Ilya Karachun,1479,1
Lukasz Wodnicki,1479,1
Alvaro Cajigal,1479,1
Mario Correa,1479,1
Stephan Fransen,1479,37
Nicklas Szymanski,1479,1
Marco Jager,1479,1
Ilja Aradski,1479,1
Diego Alberto Maronna,1479,1
Victor Tiberiu Benea,1479,1
Mikhail Lew,1479,1
Tristan Gabriel,1479,1
Gonzalo Apaza,1479,1
Zachary Gilbert,1479,1
Chuhan Wang,1479,1
Leif Berger,1479,1
Alfredo Moreno,1479,10
Alexandru Raul Musat,1479,1
Blagovest Naidenov,1479,1
Arnau Sanz Sanz,1479,3
Jan Gattiker,1479,1
Rewat Kitprasertsakul,1479,1
Erick Eduardo Martinez Torres,1479,1
Bartosz Golas,1479,1
Aziz Yuldashev,1479,1
Chadd Valdes,1479,1
Stefan Seywald,1479,1
Saurav Sukul,1479,1
Roman Chmelik,1479,1
Alexander Malko,1479,1
Stefan Mitev,1479,1
Jordan Rux,1479,2
Federico Visioli,1479,1
Tim Matthewson,1479,1
Andrea Falgheri,1479,66
Michael Cressevich,1479,1
Mohammed Affes,1479,1
Francisco Vaca,1479,1
Nikita Rudenko,1479,1
Nathan Carvalho,1479,1
Jannick Lupescu,1479,2
Daniele Micolani,1479,1
Christopher Enser Boenisch,1479,1
Duncan Mugabe,1479,38
Bob Huuskes,1479,1
Nathan Rosenfeld,1479,4
Kyle Mcmorrow,1479,2
Michael Rehrl,1479,1
Mikelis Libietis,1479,1
Marcel Ruzic,1479,1
Roman Rohacek,1479,1
Yi Fan Yang,1479,1
Andrea Bortolon,1479,1
Ilija Martinoski,1479,41
Dario Perez,1479,1
Gabriel Maril Beltran,1479,1
Patrick Schmolzer,1479,29
Phillip Mohr,1479,1
Aba Omodele Lucien,1479,1
Janicije Sasha Karic,1479,1
Lakshit Sood,1479,1
Evghenii Corduneanu,1479,1
Muharrem Eroglu,1479,1
Mattia Errico,1479,1
Francesco Arciuli,1479,1
Davide Cannone,1479,1
Alexandru Robert Burlan,1479,1
Sergio Perez Perez,1478,35
Sebastian Gomez,1478,1
Davit Minasyan,1478,1
Lavry Sylvain Nyaba,1478,2
Nikita Soifer,1478,1
Giann Franco Meletto,1478,1
Tamas Batyi,1478,1
Yasuhito Kudo,1478,1
Nebojsa Peric,1478,2
Young Deok Cho,1478,1
Jean Gandonou,1478,1
Steven Gallacher,1478,1
Badr Bouabdellah,1478,1
Nurdaulen Baimakhanov,1478,1
Jonathan Martinez Galvan,1478,1
Patrick Daciek,1478,1
Mircea Dimofte,1478,1
Jaime Sanchez Canamares Rios,1478,1
Leonard Stakhovsky,1478,1
Julian Lenz,1478,1
Sergey Tuskov,1478,1
Kevin Soriano Lladser,1478,1
Hector Sanabria,1478,1
Oriol Roca Batalla,1478,1
Gabriel Bogdan Ciuntea,1478,1
Adria Mercadal Berenguer,1478,1
Ariel Martin Lucero,1478,1
Valter Mori Filho,1478,3
Thomas Paire,1478,2
Mehmet Nafiz Duru,1478,1
Dae Soung Oh,1478,2
Sascha Meis,1478,1
Rainier Nagel,1478,3
Konstantinos Kalaitzis,1478,1
Suk Young Jeong,1478,7
Joshua Ayala,1478,1
Steven Forman,1478,1
Kevin Andersson,1478,1
Evan Specht,1478,1
Gaston Brizuela,1478,1
Juan Diego Luzardo,1478,1
Martin Parra,1478,1
Sascha Hesse,1478,1
Dragomir Culjat,1478,1
Israel Sevilla,1478,1
Marco Bella,1478,52
Alexei Miller,1478,1
Ricardo David Mayagoitia,1478,1
Ryohei Ittogi,1478,1
Bryce Durham,1478,1
Federico Ciarrochi,1478,1
Tyler Chin,1478,1
Oleksandr Kazakov,1478,1
Hidekazu Ina,1478,1
Ettore Capello,1478,3
Yuichi Hasegawa,1478,1
Simon Samardzic,1478,1
Federico Useleti,1478,1
Daniel Matsubara,1478,1
Maxime Faniel,1478,1
Carlos Rodriguez Cabello Simon Altuna,1478,1
Klemen Kovacic,1478,1
Razvan Lazarenco,1478,1
Omar Ka,1478,1
Vugar Aliev,1478,1
Burak Vardal,1478,1
Karim Karrit,1478,1
Salifu Mohammed,1478,1
Ahmed Ali,1478,1
Diego Camacho,1478,2
Kirill Dmitriev,1478,6
Ya Hui Nie,1478,1
Alexey Vatutin,1478,1
Jan Guler,1478,1
Thiago Aguiar,1478,1
Takekazu Longhi,1478,1
Yuji Oyama,1478,1
Marc Beckles,1478,1
Fabio Biasion,1478,1
Guillermo Barron,1478,1
Miguel Angel Lopez,1478,1
Amir Shirazi,1478,2
Radoslaw Nijaki,1478,1
Xiao Long Yin,1478,1
Arnulfo Courtney,1478,1
Konstantin Lazarov,1478,1
Nikoloz Kurdadze,1478,1
Mauricio Fosado Lopez,1478,1
Carlos Manuel Flores Albiac,1478,1
Joey Swaysland,1478,1
Jose Alejos,1478,1
Javier Ottaviani,1478,1
Trenton Hagan,1478,1
Pablo Usin,1478,1
Jonathan Schneider,1478,1
Vladimir Uzhylovsky,1478,4
Loic Ducourau,1478,1
Sergio Sanchez Moruno,1478,1
Rustam Hajiyev,1478,1
Anoosha Shahgholi,1478,16
Gary Sacks,1478,7
Anton Sevastyanov,1478,1
Sergiu Margarit,1478,1
Rodrigo Scattareggia,1478,1
Horacio Giussani,1477,1
Michael Nuesslein,1477,1
Andre Cunha,1477,1
Ivan Kosec,1477,2
Orlando Puleo,1477,1
Hikaru Kawasaki,1477,1
Renato Nunes Dos Santos,1477,1
Joakim Bay Simonsen,1477,1
Sebastian Losavio,1477,1
Will Gray,1477,8
Jose Maria Fantova Sicre,1477,2
Federico Waidlich Chaves,1477,1
Masaki Harada,1477,1
Jay Goldman,1477,1
Adolfo Aires,1477,1
Miles Bugby,1477,1
John Morrissey,1477,1
Tomas Zivnicek,1477,3
Michel Meijer,1477,41
Evan Oneil,1477,14
Facundo Exequiel Cosma Miranda,1477,1
Jonathan Wolff,1477,6
Adelo Abadia,1477,1
Glen Kuma Mintah,1477,1
Cristian Gonzalez Mendez,1477,1
Christopher Nott,1477,2
Callum Lloyd,1477,1
Igor Okamoto,1477,1
Matthew Barton,1477,1
Ken Endo,1477,1
Lassine Kone,1477,1
Luca Pancaldi,1477,1
Pedro Gonzalez,1477,1
Gregory Levy,1477,1
Gianmarco Velez,1477,1
Sebastian Sachs,1477,1
Vinicius Botelho,1477,1
Edoardo Cimmino,1477,1
Joao Domingues,1477,1
Abdulhamid Mubarak,1477,1
Vladimir Geller,1477,1
Alejandro Trevino,1477,1
Esteban Vargas,1477,1
Vincenzo Primerano,1477,1
Igor Lakhno,1477,1
Chris Kearney,1477,3
Mousheg Hovhannisyan,1477,2
Xavier Morera Balcells,1477,5
Vojtech Blazek,1477,1
Thomas Ackerknecht,1477,1
Kyle Rowe,1477,1
Nian Feng,1477,1
Michael Tjuatjadarma,1477,1
Kossi Loglo,1477,5
Janis Mellups,1477,1
Rafael Bugiga,1477,1
Domenico Sano,1477,1
Lester Hippen,1477,1
Arsalan Mohammadi,1477,1
Luis Escudero Soler,1477,1
Ben Davis,1477,2
James Turbervill,1477,1
Kevin Krawietz,1477,9
Todd Volmari,1477,1
Adam Fabik,1477,1
Nicola Remedi,1477,1
Denys Pume,1477,1
Claudio Alvarado,1477,4
Franco Scaravilli,1477,3
Presiyan Koev,1477,1
Souleymane Ouedraogo,1477,3
Martin Nilsson,1477,1
Bryant Salcedo,1477,2
Juan Pablo Larrateguy,1477,1
Lucas Pigossi,1477,1
Yasuo Miyazaki,1477,1
Matias Guccione,1477,1
Ricardo Mena,1477,5
Ricardo Andrei Campos Contreras,1477,1
Bruno Del Granado,1477,1
Ali Sherif Al Marzooqi,1477,1
Pier Bismpikos,1477,1
Oscar Suarez,1477,1
William Ursule,1477,1
Alejandro Villegas,1477,1
Mark Fynn,1477,1
Federico Soriano Gallo,1477,2
Andrew Mcleod,1477,1
Farsad Shahi,1476,1
Philipp Piyamongkol,1476,1
Jose Carranza Jones,1476,1
Emilio Misas,1476,1
Yuriy Maslov,1476,1
Alexandros Baier,1476,1
Ernesto Arguello,1476,1
Abdelhak Hameurlaine,1476,2
Oskaras Kalinauskas,1476,1
Piotr Dilaj,1476,1
Aristotelis Mouratoglou,1476,1
Joao Pedro Duarte,1476,1
Americo Lanzoni,1476,2
Soma Kesthely,1476,2
Manoel Barbosa Andrade Neto,1476,1
Aboubacar Sigue,1476,2
Jose Garcia,1476,1
Jacek Szygowski,1476,1
Sebastien Hourcourigaray,1476,1
Jeff Dawson,1476,3
Ronaldo Carvalho,1476,1
Anthony Assal,1476,1
Diego Castillo,1476,1
Valentino Pest,1476,2
Andre Stabile,1476,16
Juan Andres Gomez,1476,5
Ryan Horgan,1476,1
Martin Durdik,1476,1
Jan Van Kwikkelberghe,1476,1
Anton Rabinov,1476,1
Mussa Hakizimana,1476,1
Cristobal Grandon Diaz,1476,1
Ettore Zito,1476,1
Vilim Visak,1476,29
Vjekoslav Skenderovic,1476,60
Szymon Tatarczyk,1476,1
Jules Marie,1476,1
Tin Horvatinovic,1476,1
Jose Carlos Fernandes,1476,1
Nysan Tan,1476,1
Stefan Bojic,1476,6
Victor Baluda,1476,1
Yury Shirshov,1476,3
Alexander Yarmola,1476,25
Mario Littieri,1476,1
Daniel Serur De La Torre,1476,1
Sergio Garcia Ferrandez,1476,1
Herve Karcher,1476,3
Jeremias Lima Perez,1476,2
Ashleigh Janke,1476,1
Vasil Mladenov,1476,30
Mikal Oliver Statham,1476,74
Alexandru Oichea,1476,1
Charles Graham,1476,1
Fahad Ali,1476,1
Prateek Bhambri,1476,1
Andrea Paciello,1476,1
Alexander Vydmysh,1476,1
Gengo Kikuchi,1476,2
Arda Coskunol,1476,1
Andres Kurdyla,1476,3
Carlos Guerrero Pancorbo,1476,1
Ivan Anikanov,1476,69
Hernus Pieters,1475,1
Louis Cant,1475,2
Clive Wright,1475,1
Nikola Petronijevic,1475,1
Eran Hecht,1475,1
Guilherme Frias,1475,1
Benjamin Ebrahimzadeh,1475,1
Carlos Gamez Duran,1475,1
Julien Lorenz,1475,2
Roberto Barraquero,1475,3
Kosho Shiono,1475,1
Askold Kuznetsov,1475,1
Nicolas Daniel Olguin,1475,1
Robin Fahgen,1475,1
Takero Akaba,1475,1
Mathieu Guenat,1475,89
Alexandru Joitoiu,1475,1
Kyle Stoker,1475,1
Georgi Revazishvili,1475,3
Daniel Mcgrath,1475,1
Kujtim Bajrami,1475,1
Vladimir Pavicevic,1475,4
Martin Cuevas,1475,24
Andre Guzman,1475,1
Alvaro Raposo De Oliveira,1475,56
Jhonatan Gonzalez,1475,1
Javier Padilla,1475,5
Martin Studeny,1475,2
Ki Soo Lee,1475,1
Giampaolo Zulli,1475,1
Sathi Reddy,1475,1
Alessandro Piccari,1475,29
Seung Hoon Ohuchi,1475,2
Enej Bonin,1475,4
Ramon Guedez,1475,1
Sumeet Shinde,1475,1
Adam Morgan,1475,1
Botir Sapaev,1475,1
Dane Propoggia,1475,41
Ricard Tubert,1475,1
Frederick Sletting Johnsen,1475,14
Chun Ming Yam,1475,1
Ying Zheng Wang,1475,1
Hubert Holzler,1475,13
Josip Juric,1475,4
Pavel Kuzin,1475,1
Javier Foronda Bolanos,1475,1
Julen Uriguen,1475,9
Bastian Winde Harbo,1475,1
Abdullah Qassim,1474,1
Alexandros Georgoudas,1474,2
Costin Paval,1474,43
Martin Muadi,1474,1
Simon Blomberg,1474,1
Patricio Heras,1474,36
Serafim Grozev,1474,9
Artem Ilyushin,1474,6
Menford Owusu,1474,1
Gustavo Kleine,1474,1
Patrick Tierro,1474,4
Hubert Gasiorek,1474,3
George Kallis,1474,1
Michal Walkow,1474,3
Alejandro Cabrera,1474,1
Miles Kasiri,1474,24
Malandro Ayala,1474,1
Christian Mohs,1474,2
Silviu Mistreanu,1474,1
Denis Markov,1474,1
Timofey Baranov,1474,2
Pablo Mora,1474,1
Alejandro Mendoza,1474,3
Ignacio Taboada,1474,2
Igor Shelyakin,1474,2
Rares Cuzdriorean,1474,4
Phil Whitesell,1474,5
Pirmin Haenle,1474,86
Adam Novak,1474,3
Andres Devletian,1474,1
Dominik Wirlend,1473,2
Christian Guevara,1473,6
Jerome Palaz,1473,1
David Hubbard,1473,1
Sam Kazemi,1473,1
Stanislav Pribylov,1473,1
Jedrzej Zarski,1473,23
Christian Kloimullner,1473,2
Ivan Potapov,1473,2
Dennis Ochieng,1473,1
Dusan Karol,1473,29
Kevin Harris,1473,1
Bernardo Peixoto Bertolucci,1473,1
Ricardo Rodeiro Stetson,1473,1
Scott Griekspoor,1473,2
Chris Haskett,1473,1
Mitchell Frank,1473,2
Rodrigo Schaefer,1473,2
Vivek Shokeen,1473,39
Diego Aguirre,1473,2
Tim Van Terheijden,1473,39
Dieu Donne Habiyambere,1473,1
Juan Vazquez Valenzuela,1473,43
Giacomo Vianello,1473,2
Alessandro Motti,1473,3
Mark Joachim,1473,2
Jose Pedro Silva,1473,2
Artem Tarasov,1472,2
Alex Llompart,1472,2
Gianni Mina,1472,10
Tom Farquharson,1472,3
Ivan Tsiganov,1472,1
Marc Meigel,1472,56
Ahmed Al Bitar,1472,2
Marc Dolcet,1472,2
Shahzad Khan,1472,4
Alex Theiler,1472,24
Yuuya Kibi,1472,14
Filippo Ribacchi,1472,1
Suresh Krishna,1472,1
Pavel Schalomov,1472,2
Maciek Sykut,1472,17
Cledson Carvalho,1472,15
Andrew Dottino,1472,2
Gaetano Marrone,1472,2
Mike Tarkowski,1472,1
Diego Puerto Jaimez,1472,2
Mahmoud Nader Al Baloushi,1472,2
Rodrigo Grilli,1472,5
Lubomir Majsajdr,1472,3
Korhan Ural Ates,1472,2
David Kvernadze,1472,1
Sorachet Uayporn,1472,2
Xin Yuan Yu,1472,43
Boris Arias,1472,1
Javier Peris Inigo,1472,1
Junior Ore,1472,4
Edesio Semencato,1471,32
Jun Ito,1471,8
Bart Beks,1471,16
Valentin Bazunov,1471,2
Shuang Qiang Liang,1471,5
Filip Horansky,1471,2
Wessim Derbel,1471,4
Tommy Garrison,1471,5
Claudio Fortuna,1471,16
Marc Vargas,1471,2
Marcin Chlebowski,1471,2
Eldar Artemiev,1471,1
Elwin Antony,1471,2
Marc Rigal Perez,1471,2
Jordan Kerr,1471,2
Trystan Meniane,1471,36
Ivan Kobzar,1471,2
Nikolai Fidirko,1471,29
Jesse Kiuru,1471,7
Raphael Lustenberger,1471,6
Ricardo Seritti,1471,2
Jose Zunino,1471,4
Santiago Celia,1471,2
Kevin Sorensen,1471,2
Ladislav Chramosta,1471,54
Harshana Godamanna,1471,29
Johnny Arcilla,1471,7
Bart Govaerts,1471,32
Ikaika Jobe,1471,18
Gerard Gallego Bertran,1471,5
Ricardo Ojeda Lara,1471,2
Nassim Slilam,1471,2
Muhd Ashaari Bin Zinal Abidin,1471,2
Abd Hazli Bin Zainuddin,1471,2
Ahmed Ismail,1471,2
Matteo Volante,1471,105
Danilo Zivanovic,1471,2
Gabriel Ries,1471,2
Moez Chargui,1471,2
Frederic De Fays,1471,55
Bruno Abdel Nour,1471,2
Jae Min Seol,1470,2
Alex Bolt,1470,2
Dmitry Kalyuzhny,1470,2
German Sanchez Delfin,1470,6
Arkaitz Manzarbeitia Ugate,1470,3
Wael Chami,1470,2
Thiago Vinicius Spanhol Zoller,1470,2
Eduardo Piragine,1470,2
Mattia Livraghi,1470,61
Jonas Pontus Norberg,1470,4
Mauro Ferrer,1470,8
Antonio Lupieri,1470,5
Steven Diez,1470,60
Oliver Snaider,1470,2
Eduardo Dischinger,1470,7
Goran Bosalevski,1470,1
Muhammad Khaliq Siddiq,1470,1
Ramiro Alexis Campos,1470,5
Otakar Lucak,1470,3
Emiliano Castellucci,1470,2
David Ollivier Baquero,1470,63
Gleb Sakharov,1470,22
Luis Ramos,1470,2
Sang Gyun Kim,1470,3
Ji Sup Lim,1470,2
Omar Altmann,1470,2
Benjamin Recknagel,1470,3
Dimitar Kuzmanov,1470,5
Daniel Jacobi,1470,2
Damon Gooch,1470,2
Daniel Kumlin,1470,16
Franco Tamagnone,1470,7
Pongsatorn Benjamas,1470,2
Timothy Patient,1470,5
Andreas Siljestrom,1469,22
Juan Manuel Melian Puigventos,1469,2
Laurent Bram,1469,1
Martin Ayala,1469,2
Ibrahim Abou Chahine,1469,1
Kirill Nasonov,1469,2
Antoine Escoffier,1469,2
Sozar Gokadze,1469,3
Luis Pablo Pechir,1469,2
Andre Cury,1469,9
Farzad Heidari,1469,2
Marco Ricardo Osorio,1469,2
Mirza Basic,1469,23
Pavel Vanis,1469,2
Piotr Zielinski,1469,11
Kazuya Tamura,1469,3
Francisco Dias,1469,5
Marko Baralic,1469,3
Rok Jarc,1469,2
Jose Roberto Burboa,1469,2
Antonio Di Gaetano,1469,8
Adrian Gavrila,1469,22
Stefan Roates,1469,2
Ross Wilson,1469,7
Mat Cloer,1469,2
Carlos Martinez,1469,2
Alexander Pelaez Herrera,1469,2
Hikaru Kinjo,1469,2
Bogdan Andrii,1469,3
Mohamed Mounir,1469,2
Takahiro Inoue,1469,7
Juan Agustin Alessio,1469,2
Jp Ritchie,1468,7
Kevin Sosa,1468,2
Eduard Stefan Pitian,1468,2
Herbert Wiltschnig,1468,24
Zlatan Kadric,1468,4
Young Hoon Jeong,1468,2
Jonathan Gomez,1468,3
Mihai Stoian,1468,2
Sebastian Chylinski,1468,3
Brett Joelson,1468,22
Abdulla Al Haji,1468,2
Carlos Palencia,1468,28
Wael Kilani,1468,8
Bowen Ouyang,1468,5
Brian Brogan,1468,2
Brian Compton,1468,3
Facundo Lugones,1468,4
Sergei Yaroshenko,1468,3
Dinko Halachev,1468,26
Patrik Rosenholm,1468,62
Vukasin Teofanovic,1468,2
Roman Recarte,1468,45
Abraham Ibrahim,1468,2
Francesco Picco,1468,7
Oscar Eduardo Dominguez,1468,2
Edward Seator,1468,35
Alejo Apud,1468,3
Sansan Dabire,1468,2
Ryan Preston,1468,3
Gino Asara,1468,2
Navinder Pal Singh,1468,2
Tzvetan Mihov,1468,29
Carlos Cuenca Navarro,1468,36
Jesus San Roman Garcia,1468,2
Alessandro Petrone,1468,2
Peter Shults,1468,26
Fernando Guillen,1467,2
Richard Gabb,1467,4
Jurgen Gundera,1467,6
Gabriel Gomez,1467,3
Ignacio Morente Gemas,1467,4
Gilbert Kibet,1467,2
Toshiharu Kato,1467,8
Mark Vervoort,1467,12
Jesus Francisco Felix,1467,4
Jakob Sude,1467,6
Ivan Arenas Gualda,1467,2
Joshua Zavala,1467,3
Marcin Domaszewicz,1467,6
Julian Mora,1467,4
Andemir Karanashev,1467,27
Yoo Soo Kim,1467,2
David Baxendine,1467,2
Dave Lingman,1467,4
Marcelo Melo,1467,6
Henrik Norfeldt,1467,55
Paul Mihai Puscasu,1467,49
Denis Milchenko,1467,4
Victor Komlev,1467,2
Rodrigo Ribeiro,1467,2
Alvaro Rodriguez,1467,2
Diego Hidalgo,1467,2
Norikazu Sugiyama,1467,21
Ramy Kamal Aita,1467,7
Philippe Schneider,1467,2
Marco Dierckx,1467,32
Petar Popovic,1467,27
Jaroslav Levinsky,1466,4
Theophile Segodo,1466,2
Igor Panin,1466,6
Lucian Gheorghe,1466,2
Frederick Saba,1466,2
Marcel Thiemann,1466,4
Rylan Rizza,1466,31
Robert Rumler,1466,6
Ryan Tanujoyo,1466,2
Jacques Cassagneau,1466,2
Marco Kirschner,1466,2
Andreas Neykov,1466,2
Joao Fernandes,1466,3
Edberg Espinoza Guerrero,1466,4
Tomas Hrabec,1466,2
Mikolaj Borkowski,1466,2
Alexander Stakheev,1466,8
Dewald Linde,1466,2
Nicholas Bjerke,1466,2
Hiroyasu Ehara,1466,3
Adam Majchrowicz,1466,2
David Munoz,1466,2
Emir Aliti,1466,2
Daniel Schmitt,1466,2
Vinko Lelas,1466,2
Ivan Djurdjevic,1466,34
Joao Camara,1466,2
Alberto Tosti Croce,1466,2
Ashwin Kumar,1466,29
David Jeflea,1466,4
Tony Pudico,1466,2
Predrag Nedeljkovic,1466,2
Barry Fagan,1466,2
Krzystof Muzalewski,1466,2
Artur Khachatryan,1466,2
Diego Jose Manrique Velazquez,1466,2
